Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2022;5,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2021;5,6
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2020;5,4
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2019;4,7
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2018;4,8
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2017;5,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2016;4,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2015;5,5
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2014;5
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2013;5,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2012;5,7
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2011;5,3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2010;5,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2009;5,6
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2008;5,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2007;6
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2006;5,7
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2023;2,5
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2022;2,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2021;2,3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2020;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2019;1,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2018;1,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2017;2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2016;2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2015;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2014;2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2013;2,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2012;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2011;2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2010;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2009;2,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2008;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2007;2,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por persona;2006;2,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2023;3,7
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2022;3,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2021;3,3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2020;3,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2019;2,8
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2018;2,8
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2017;3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2016;2,9
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2015;3,3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2014;3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2013;3,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2012;3,3
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2011;3,1
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2010;3,4
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2009;3,2
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2008;3,4
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2007;3,4
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por unidad de consumo;2006;3,2
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2023;79.601
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2022;69.923
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2021;65.088
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2020;66.835
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2019;62.204
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2018;64.750
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2017;62.340
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2016;61.336
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2015;72.190
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2014;73.872
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2013;69.596
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2012;85.411
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2011;73.644
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2010;95.568
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2009;87.226
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2008;74.220
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2007;75.896
01.1.7.9 T Aceitunas (K);Cantidad consumida total (miles de unidades);2006;68.261
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2023;4,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2022;3,7
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2021;3,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2020;3,5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2019;3,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2018;3,5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2017;3,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2016;3,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2015;3,9
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2014;4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2013;3,8
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2012;4,7
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2011;4,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2010;5,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2009;5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2008;4,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2007;4,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por hogar;2006;4,2
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2023;1,7
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2022;1,5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2021;1,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2020;1,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2019;1,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2018;1,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2017;1,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2016;1,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2015;1,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2014;1,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2013;1,5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2012;1,8
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2011;1,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2010;2,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2009;1,9
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2008;1,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2007;1,7
01.1.7.9 T Aceitunas (K);Cantidad consumida media por persona;2006;1,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2023;2,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2022;2,2
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2021;2,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2020;2,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2019;2
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2018;2,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2017;2
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2016;2
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2015;2,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2014;2,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2013;2,3
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2012;2,8
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2011;2,4
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2010;3,1
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2009;2,9
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2008;2,5
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2007;2,6
01.1.7.9 T Aceitunas (K);Cantidad consumida media por unidad de consumo;2006;2,4
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2023;1.062.210
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2022;982.628
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2021;998.257
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2020;1.049.204
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2019;992.943
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2018;1.013.832
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2017;1.112.627
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2016;1.095.272
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2015;1.239.303
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2014;1.316.274
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2013;1.319.868
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2012;1.304.972
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2011;1.256.371
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2010;1.380.900
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2009;1.418.130
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2008;1.351.934
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2007;1.391.593
01.1.7.A T Patatas (K);Cantidad consumida total (miles de unidades);2006;1.208.012
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2023;55
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2022;51,6
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2021;52,9
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2020;55,7
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2019;53
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2018;54,4
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2017;60,1
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2016;59,4
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2015;67,4
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2014;71,9
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2013;72,5
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2012;72,1
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2011;70,2
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2010;78,3
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2009;81,6
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2008;79,2
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2007;83,6
01.1.7.A T Patatas (K);Cantidad consumida media por hogar;2006;74,7
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2023;22,1
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2022;20,9
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2021;21,3
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2020;22,4
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2019;21,3
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2018;21,9
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2017;24,1
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2016;23,8
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2015;27
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2014;28,6
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2013;28,6
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2012;28,2
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2011;27,1
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2010;29,9
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2009;30,9
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2008;29,7
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2007;31
01.1.7.A T Patatas (K);Cantidad consumida media por persona;2006;27,4
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2023;32,6
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2022;30,8
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2021;31,5
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2020;33,1
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2019;31,5
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2018;32,5
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2017;35,8
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2016;35,4
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2015;40,1
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2014;42,6
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2013;42,7
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2012;42,2
01.1.7.A T Patatas (K);Cantidad consumida media por unidad de consumo;2011;40,8
